Time,Position with PID,Velocity with PID,Control signals,Error
0.0,1.0,0.0,-3.05,-1.0
0.1,0.9752696136777061,-0.48844752073088316,-1.0245723217170037,-0.9752696136777061
0.2,0.9039070484984847,-0.9291141541285989,-0.9051407512488514,-0.9039070484984847
0.30000000000000004,0.7916870478114459,-1.3027149684169246,-0.7507902319367503,-0.7916870478114459
0.4,0.6461067598751483,-1.5941951262089675,-0.5707947074956924,-0.6461067598751483
0.5,0.4759341016993431,-1.7932622213201441,-0.3752340139258391,-0.4759341016993431
0.6000000000000001,0.2907156616558632,-1.8946587901381449,-0.1744597932298031,-0.2907156616558632
0.7000000000000001,0.10027043519510367,-1.8981746421343655,0.021425484305760578,-0.10027043519510367
0.8,-0.08580506998967045,-1.8084110173054664,0.20305180043804744,0.08580506998967045
0.9,-0.2585967144684534,-1.6343202352414063,0.36220555922827063,0.2585967144684534
1.0,-0.4102767057396433,-1.3885543477701594,0.49217607937125674,0.4102767057396433
1.1,-0.5344345579737416,-1.0866641286841747,0.5880113814298589,0.5344345579737416
1.2000000000000002,-0.6263224242278449,-0.7461949380766062,0.6466753969353644,0.6263224242278449
1.3,-0.6830069088218318,-0.3857287613130458,0.66710346365021,0.6830069088218318
1.4000000000000001,-0.7034244516701675,-0.02392221202783669,0.6501583455907519,0.7034244516701675
1.5,-0.688342303279754,0.3214122379474175,0.5984939298868275,0.688342303279754
1.6,-0.64023160603115,0.6341388255878734,0.5163377152234002,0.64023160603115
1.7000000000000002,-0.5630630753921049,0.9005081973472718,0.4092066715730779,0.5630630753921049
1.8,-0.46203909839298435,1.1097154461680894,0.2835737567734558,0.46203909839298435
1.9000000000000001,-0.34327848496378,1.254286506126416,0.14650379473227282,0.34327848496378
2.0,-0.21347162437076742,1.3302823198908291,0.005278021030182156,0.21347162437076742
2.1,-0.07952444849631421,1.3373196445110025,-0.1329735629823366,0.07952444849631421
2.2,0.05179082695340761,1.2784164371659994,-0.261614578930266,-0.05179082695340761
2.3000000000000003,0.1741613723234137,1.1596779373998711,-0.3748037327570113,-0.1741613723234137
2.4000000000000004,0.2820209889187161,0.9898466278326328,-0.46774254124884207,-0.2820209889187161
2.5,0.3707867248440087,0.7797447870634499,-0.5368598520763157,-0.3707867248440087
2.6,0.43703572199259394,0.5416422053650848,-0.5799271577711158,-0.43703572199259394
2.7,0.47861653329345233,0.2885837208530664,-0.5961024240411931,-0.47861653329345233
2.8000000000000003,0.49469263991175444,0.033711614060248946,-0.5859037532899704,-0.49469263991175444
2.9000000000000004,0.48571936466441823,-0.21038382427905147,-0.5511176825445785,-0.48571936466441823
3.0,0.4533585336032605,-0.4322549798579937,-0.4946496665359408,-0.4533585336032605
3.1,0.4003381128945984,-0.6221026640851399,-0.4203269721769999,-0.4003381128945984
3.2,0.3302664058061329,-0.7721763978634201,-0.3326660126192342,-0.3302664058061329
3.3000000000000003,0.24741212438465587,-0.8770546598565863,-0.23661718875096682,-0.24741212438465587
3.4000000000000004,0.15646279521587866,-0.9337972427368167,-0.13730090384838323,-0.15646279521587866
3.5,0.06227440531418623,-0.9419684341807698,-0.03974811274656967,-0.06227440531418623
3.6,-0.030375005411670514,-0.9035362892448267,0.051342089898199245,0.030375005411670514
3.7,-0.11701591412856675,-0.8226588399813115,0.13181679030360277,0.11701591412856675
3.8000000000000003,-0.1936915081030544,-0.7053733073441116,0.198246330198426,0.1936915081030544
3.9000000000000004,-0.2571267599866477,-0.5592083495974149,0.2480572358995629,0.2571267599866477
4.0,-0.30485582405016237,-0.39274202122544893,0.27961671552542855,0.30485582405016237
4.1000000000000005,-0.3353035268308655,-0.21512982622973095,0.2922668720820518,0.3353035268308655
4.2,-0.3478191878791329,-0.03562747500854072,0.2863094090594044,0.3478191878791329
4.3,-0.34266345434743806,0.1368680191536536,0.26294405908515694,0.34266345434743806
4.4,-0.32095106597729545,0.29423724806923607,0.22416591433698363,0.32095106597729545
4.5,-0.28455452141622745,0.4294987548520404,0.1726287834648762,0.28455452141622745
4.6000000000000005,-0.23597527701117454,0.5370959883797394,0.11148290322241222,0.23597527701117454
4.7,-0.1781903660694361,0.6131003633133072,0.04419617751077454,0.1781903660694361
4.800000000000001,-0.11448318152128263,0.6553245648221586,-0.025631395174144922,0.11448318152128263
4.9,-0.048267479089729476,0.6633449177262356,-0.09445075941801095,0.048267479089729476
5.0,0.017086429535728132,0.638436155806605,-0.15893540190806385,-0.017086429535728132
5.1000000000000005,0.0784148773247801,0.5834260601553963,-0.21613367189054355,-0.0784148773247801
5.2,0.13290594703485767,0.5024810080682977,-0.26359528279441524,-0.13290594703485767
5.300000000000001,0.17822023988367022,0.40083633644857497,-0.2994670339148813,-0.17822023988367022
5.4,0.2125825936255958,0.28448735213357423,-0.3225546391243127,-0.2125825936255958
5.5,0.23484161402578949,0.1598582809524577,-0.332349073542332,-0.23484161402578949
5.6000000000000005,0.24449574935734242,0.033466184737676624,-0.3290182262044706,-0.24449574935734242
5.7,0.24168620214756653,-0.088403259587367,-0.31336562401941537,-0.24168620214756653
5.800000000000001,0.22715864467135619,-0.199992763174767,-0.2867599782439039,-0.22715864467135619
5.9,0.20219716643941849,-0.29633006595659944,-0.25104051682248246,-0.20219716643941849
6.0,0.16853503172462958,-0.373433555282377,-0.2084038207282226,-0.16853503172462958
6.1000000000000005,0.12824774906425215,-0.4284592461967318,-0.16127862962988074,-0.12824774906425215
6.2,0.08363457785901848,-0.45978480264699717,-0.11219541022788551,-0.08363457785901848
6.300000000000001,0.037094828141352156,-0.4670295338024209,-0.06365724489242149,-0.037094828141352156
6.4,-0.008994702859626226,-0.4510125111408353,-0.01801841618183768,0.008994702859626226
6.5,-0.05239521861427829,-0.4136538814515964,0.022623830010875673,0.05239521861427829
6.6000000000000005,-0.09110900989033358,-0.3578269823843947,0.05651962282425409,0.09110900989033358
6.7,-0.12346568996569776,-0.28717090215562047,0.08233536499652096,0.12346568996569776
6.800000000000001,-0.14818816063096568,-0.20587464057119695,0.09919882487314463,0.14818816063096568
6.9,-0.16443607612419073,-0.11844481911444098,0.10671943382849347,0.16443607612419073
7.0,-0.17182576354815102,-0.02946911917683212,0.1049839532913318,0.17182576354815102
7.1000000000000005,-0.1704267674364523,0.05661270640498763,0.09452892848013768,0.1704267674364523
7.2,-0.16073633775941823,0.13571934088209991,0.07629244856040382,0.16073633775941823
7.300000000000001,-0.14363418176952336,0.20431067763197946,0.051548549033263516,0.14363418176952336
7.4,-0.1203206577706835,0.2595350636006485,0.021828321905067838,0.1203206577706835
7.5,-0.09224225721920029,0.29933558075184086,-0.01116771889074205,0.09224225721920029
7.6000000000000005,-0.06100864908803638,0.3225121954229584,-0.04566130972686554,0.06100864908803638
7.7,-0.028305764254351898,0.32873881711332786,-0.07988745975287358,0.028305764254351898
7.800000000000001,0.004190619306033183,0.31853668097737337,-0.11218037173196152,-0.004190619306033183
7.9,0.03489658093388882,0.29320745437182555,-0.1410503185414527,-0.03489658093388882
8.0,0.062393272105983104,0.2547313268794778,-0.16524813240732344,-0.062393272105983104
8.1,0.08548846097926645,0.2056367863588767,-0.18381473973194823,-0.08548846097926645
8.200000000000001,0.10326395908195389,0.14884985094353914,-0.19611405424754155,-0.10326395908195389
8.3,0.11510729980308883,0.08753116433754814,-0.20184844519572592,-0.11510729980308883
8.4,0.1207268665209135,0.024909504757843773,-0.20105680723297573,-0.1207268665209135
8.5,0.1201505495949447,-0.03587990575930024,-0.19409625049916723,-0.1201505495949447
8.6,0.11370879437502313,-0.09194462669414827,-0.18160905841009128,-0.11370879437502313
8.700000000000001,0.10200363823356295,-0.14076503267807935,-0.16447728233723205,-0.10200363823356295
8.8,0.08586593396652004,-0.18029972633654925,-0.14376777851734962,-0.08586593396652004
8.9,0.0663034355250227,-0.20906234728555687,-0.12067086350319459,-0.0663034355250227
9.0,0.0444427385701714,-0.22616741035719,-0.09643590645014395,-0.0444427385701714
9.1,0.02146822434558111,-0.23134443490730197,-0.07230716890335473,-0.02146822434558111
9.200000000000001,-0.0014388549205224402,-0.2249212181777869,-0.04946301680819854,0.0014388549205224402
9.3,-0.02315816470428972,-0.2077785789228761,-0.028961337753889316,0.02315816470428972
9.4,-0.04268227235885328,-0.1812801789098909,-0.011693520739790526,0.04268227235885328
9.5,-0.05916055573971907,-0.14718208553992282,0.0016511418806656603,0.05916055573971907
9.600000000000001,-0.07193327962181557,-0.10752749681050112,0.010609410746314385,0.07193327962181557
9.700000000000001,-0.08055464705564243,-0.06453252512177313,0.01495579763638405,0.08055464705564243
9.8,-0.08480423438227512,-0.020469020542451654,0.01470203646774218,0.08480423438227512
9.9,-0.08468680462080874,0.022449519830439447,0.0100849127611181,0.08468680462080874
